Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date,Name,Retweets,Tweet URL,Post Body,Profile Lİnk
EVE MUIA,@eve_muia,,,,,59,https://x.com/eve_muia/status/1815409020850593904,https://x.com/eve_muia,What of Kitengela? Blackout without notice Hadi saizi. 6:30 pm?,22-Jul,,,,,
MERCY NDUNGE,@MERCYND56580545,,,1.0,2.0,45,https://x.com/MERCYND56580545/status/1815371660440047678,https://x.com/MERCYND56580545,"Blackout in gimu  estate,athriver, 14240689092",22-Jul,,,,,
Duke,@MoonDukee,,,,2.0,109,https://x.com/MoonDukee/status/1815360911428698244,https://x.com/MoonDukee,"@KenyaPower_Care Hey, there's been a blackout Since morning at Nalepo and its environs. Any update? Mtr no. 37150664086",22-Jul,,,,,
BrianMash,@BrianMash_M,,,,2.0,33,https://x.com/BrianMash_M/status/1815296372423249923,https://x.com/BrianMash_M,"@KenyaPower_Care Morning Thank you for restoring the power back yesterday 
We have had a blackout in our area from around 8am again in ruiru around zetech University and rainbow resort  acc no 54607502520
Kindly help on the issue",22-Jul,,,,,
Peter Waruru,@waruru_pet20234,,,,,24,https://x.com/waruru_pet20234/status/1815293905279025401,https://x.com/waruru_pet20234,"Here in Karatina Nyeri,power outage knocked the door at 6pm yesterday and during the there was unwarranted power interruption; on and off.Therefore,It seems we are going to have power blackout for almost 24 http://hours.It's truly disheartening!",22-Jul,,,,,
Diana Babu,@Dinahbabu,,,,2.0,23,https://x.com/Dinahbabu/status/1815291604783001744,https://x.com/Dinahbabu,"Unscheduled power blackout
54400789225",22-Jul,,,,,
MB,@KE_MikeDev,,,,1.0,40,https://x.com/KE_MikeDev/status/1815280433271025833,https://x.com/KE_MikeDev,"@KenyaPower_Care Gd morning, we're in a blackout at Kibos Kisumu, acc no. 21557277",22-Jul,,,,,
Jose Maria,@Escrvas7,,1.0,,1.0,35,https://x.com/Escrvas7/status/1815253496569921830,https://x.com/Escrvas7,@KenyaPower_Care we are incurring serious business losses in our area due to an 18 hour blackout. Despite reporting to the Nyeri office and calling several times. My farm has lost a lot tonight. Do better!,22-Jul,,,,,
David,@David8013316828,,,,,74,https://x.com/David8013316828/status/1815250647144386653,https://x.com/David8013316828,"Our transformer was taken two months ago and we have not been given any up-to-date. We've been living in blackout since then and this has given thieves the opportunity to steal from our shops. Please please we need a transformer at Ndegoriedo centre in Rongo constituency, Migori",22-Jul,,,,,
At Angeleezy,@angie__daisy,,,,1.0,52,https://x.com/angie__daisy/status/1815198498964296018,https://x.com/angie__daisy,Kindly restore power. Day 2 in blackout.  Account no 45999364. Good morning!,22-Jul,,,,,
nickie nicks,@nickiezii,,,,1.0,17,https://x.com/nickiezii/status/1815099876213944631,https://x.com/nickiezii,@KenyaPower_Care am a disturbed kenyan citizen. We have been in blackout for almost 3 months now. Reason being our transformer broke down replacing it has been hard with empty promises and yet it's your responsibility to do so. Area Suneka. Please act. @StateHouseKenya,21-Jul,,,,,
mwangi_JmN,@Jamesmwangingu6,,,,,7,https://x.com/Jamesmwangingu6/status/1815058450738520125,https://x.com/Jamesmwangingu6,"The Mtr:37186805695 has frequent power loss. Almost every day, there must be a few hours of blackout. It is becoming serious inconvenience. Kindly address the issue.",21-Jul,,,,,
The_Influencer,@The_Inff,,,,,13,https://x.com/The_Inff/status/1815039350826045462,https://x.com/The_Inff,@KenyaPower_Care why have you subjected us to an unannounced blackout for close to 5 hrs now? Is it the incompetence or what?,21-Jul,,,,,
"Wafula Wekesa,",@Alwafu,,,,,8,https://x.com/Alwafu/status/1815014141549003061,https://x.com/Alwafu,@KenyaPower_Care Account 92100359980 has been without power since 7am. No notice of scheduled blackout exists.,21-Jul,,,,,
John Kogi Mwangi,@JohnKogiM,,,,1.0,79,https://x.com/JohnKogiM/status/1814970592191250891,https://x.com/JohnKogiM,Do we have any scheduled maintenance at Umoja Innercore? We are in a blackout. A/C number 01452238627,21-Jul,,,,,
John Kogi Mwangi,@JohnKogiM,,,,1.0,64,https://x.com/JohnKogiM/status/1814970127990804684,https://x.com/JohnKogiM,@KenyaPower_Care power has gone off at Umoja Innercore. We are in a blackout. A/C number 01452238627,21-Jul,,,,,
NELLIE,@Nellie_mandela,,,,,265,https://x.com/Nellie_mandela/status/1814961048639660260,https://x.com/Nellie_mandela,@KenyaPower_Care is there a scheduled power blackout in syokimau?,21-Jul,,,,,
marynotthevirgin,@onlyfansofmary,,,,,72,https://x.com/onlyfansofmary/status/1814894942520811950,https://x.com/onlyfansofmary,Blackout in car wash for 3 days now surely. Lights came back at 11pm yesterday this morning hakuna Meter number 14420301286,21-Jul,,,,,
mwangi_JmN,@Jamesmwangingu6,,,,,7,https://x.com/Jamesmwangingu6/status/1815058450738520125,https://x.com/Jamesmwangingu6,"The Mtr:37186805695 has frequent power loss. Almost every day, there must be a few hours of blackout. It is becoming serious inconvenience. Kindly address the issue.",21-Jul,,,,,
The_Influencer,@The_Inff,,,,,13,https://x.com/The_Inff/status/1815039350826045462,https://x.com/The_Inff,@KenyaPower_Care why have you subjected us to an unannounced blackout for close to 5 hrs now? Is it the incompetence or what?,21-Jul,,,,,
"Wafula Wekesa,",@Alwafu,,,,,8,https://x.com/Alwafu/status/1815014141549003061,https://x.com/Alwafu,@KenyaPower_Care Account 92100359980 has been without power since 7am. No notice of scheduled blackout exists.,21-Jul,,,,,
John Kogi Mwangi,@JohnKogiM,,,,1.0,79,https://x.com/JohnKogiM/status/1814970592191250891,https://x.com/JohnKogiM,Do we have any scheduled maintenance at Umoja Innercore? We are in a blackout. A/C number 01452238627,21-Jul,,,,,
John Kogi Mwangi,@JohnKogiM,,,,1.0,64,https://x.com/JohnKogiM/status/1814970127990804684,https://x.com/JohnKogiM,@KenyaPower_Care power has gone off at Umoja Innercore. We are in a blackout. A/C number 01452238627,21-Jul,,,,,
NELLIE,@Nellie_mandela,,,,,265,https://x.com/Nellie_mandela/status/1814961048639660260,https://x.com/Nellie_mandela,@KenyaPower_Care is there a scheduled power blackout in syokimau?,21-Jul,,,,,
marynotthevirgin,@onlyfansofmary,,,,,72,https://x.com/onlyfansofmary/status/1814894942520811950,https://x.com/onlyfansofmary,Blackout in car wash for 3 days now surely. Lights came back at 11pm yesterday this morning hakuna Meter number 14420301286,21-Jul,,,,,
WILLIS OMONDI OKECH,@wilimoke,,,,,53,https://x.com/wilimoke/status/1814885085100851275,https://x.com/wilimoke,we are on blackout and no help,21-Jul,,,,,
Kenneth Otieno,@kenneth_ot39699,,,,1.0,49,https://x.com/kenneth_ot39699/status/1814769927359713660,https://x.com/kenneth_ot39699,"@KenyaPower_Care blackout again in some parts of Kayole matopeni area, next to Kayole police station, this is insane!!!!",21-Jul,,,,,
Dave,@rikkodou,,,,2.0,44,https://x.com/rikkodou/status/1814717683621109824,https://x.com/rikkodou,@KenyaPower_Care Blackout in Palm Valley Apartments Masanduku Road a/c 25429176 kindly assist,20-Jul,,,,,
Eugine,@EugineOchieng,,,,2.0,35,https://x.com/EugineOchieng/status/1814653080551494143,https://x.com/EugineOchieng,@KenyaPower_Care I sent you a DM about metre activation but you didn't even look at it. Should I stop using the metre and use power direct without metre because we can't be in blackout now the 4th day? RESPOND!!!,20-Jul,,,,,
Portgas D Azula,@Azulllaa,,,,,90,https://x.com/Azulllaa/status/1814601250094092706,https://x.com/Azulllaa,@KenyaPower_Care kuna scheduled blackout Gikambura kwani? Lights went in the morning yawa.,20-Jul,,,,,
The Digital Media Hawker,@Digital_Hawker,,,,,28,https://x.com/Digital_Hawker/status/1814593104973791688,https://x.com/Digital_Hawker,"@KenyaPower_Care  unscheduled power blackout at Great Wall Gardens, Athi River , Phase 3 area . Account number 54400439771 . What could be the issue? Kindly assist.",20-Jul,,,,,
dmbarasa,@dmbarasa1,,,1.0,2.0,332,https://x.com/dmbarasa1/status/1814577626062766379,https://x.com/dmbarasa1,Why are we facing blackout here and no response,20-Jul,,,,,
𝕏,@TipsyRomeo,,,,,63,https://x.com/TipsyRomeo/status/1814356158683259040,https://x.com/TipsyRomeo,Why is there a blackout in Kakamega town with no warning?,19-Jul,,,,,
rochmule,@rochmule,,,,,68,https://x.com/rochmule/status/1814354372341428477,https://x.com/rochmule,Account  102557857.....blackout  for 8hrs no response,19-Jul,,,,,
Rotich Kibiego,@RotichKibiego,,,,,175,https://x.com/RotichKibiego/status/1814343536197939623,https://x.com/RotichKibiego,Since i updated my token meter wen i load token it reject what is the problem kplc pls help am going on blackout,19-Jul,,,,,
Raquel Osman,@raquel_osman,https://pbs.twimg.com/media/GS3G1MIWYAAoCrD?format=jpg&name=small,,,1.0,23,https://x.com/raquel_osman/status/1814324845938725204,https://x.com/raquel_osman,@KenyaPower_Care it's been hours and no change from the blackout. What is wrong with your services? You say 24/hr customer service but till now we are still in the dark... Literally! Be serious buana. Muache kucheza brikicho.,19-Jul,,,,,
chebzzz,@stubbyhead,,,,2.0,49,https://x.com/stubbyhead/status/1814287615287275625,https://x.com/stubbyhead,"What's up with my meter, it's rejecting tokens. Been in blackout for 3 days and it's not updated.

Mtr no. 14272631111
@KenyaPower @KenyaPower_Care",19-Jul,,,,,
januszy,@januszy2,,,,,71,https://x.com/januszy2/status/1814271000059482504,https://x.com/januszy2,"@KenyaPower_Care Hey 
I am experiencing a power blackout in Utawala 
My meter number is 14245762316 
Kindly assist",19-Jul,,,,,
januszy,@januszy2,,,,,71,https://x.com/januszy2/status/1814271000059482504,https://x.com/januszy2,"@KenyaPower_Care Hey 
I am experiencing a power blackout in Utawala 
My meter number is 14245762316 
Kindly assist",19-Jul,,,,,
januszy,@januszy2,,,,1.0,184,https://x.com/januszy2/status/1814234372783923584,https://x.com/januszy2,"@KenyaPower_Care Hey 
I am experiencing a power blackout in Utawala 
My meter number is 14245762316",19-Jul,,,,,
Willy Tyler,@TylerWilly40043,,,,1.0,111,https://x.com/TylerWilly40043/status/1814207200522272837,https://x.com/TylerWilly40043,Everyday blackout Bamburi bana  kwani hamtaki kutupea stima,19-Jul,,,,,
Xols,@HObwogo,,,,1.0,71,https://x.com/HObwogo/status/1814190252870828312,https://x.com/HObwogo,@KenyaPower_Care @KenyaPower Ngong is not on the list of planned maintenance but we’re in a blackout since morning kindly address this.,19-Jul,,,,,
Diana Babu,@Dinahbabu,,,,,6,https://x.com/Dinahbabu/status/1814189945973526949,https://x.com/Dinahbabu,"We have unscheduled power blackout
54400789225",19-Jul,,,,,
Zuma Dembe,@ZumaDembe1,,,,2.0,60,https://x.com/ZumaDembe1/status/1814003292806226308,https://x.com/ZumaDembe1,"@KenyaPower_Care Blackout on Lemiso Road, Ngong. Metre number is 14468147369. Surrounding neighbors have power. Kindly assist.",18-Jul,,,,,
jeff odhiambo,@jeffchizmo245,,,,2.0,89,https://x.com/jeffchizmo245/status/1814002797643182432,https://x.com/jeffchizmo245,@KenyaPower_Care blackout in utawala (Around Astrol). There is a phase that's experiencing a power outage so some buildings and houses don't have power. Meter No: 22171291994 (Kings Apartments) . Kindly look into the issue.,18-Jul,,,,,
Nicholas Mosoti,@MosotiMoturi,,,,1.0,108,https://x.com/MosotiMoturi/status/1813996363841147232,https://x.com/MosotiMoturi,Is Tana river county affected.  We have had a blackout the whole day up to now still in darkness on 18.07.2024,18-Jul,,,,,
Vincent Agade,@Agadesenior,,,1.0,,19,https://x.com/Agadesenior/status/1813986893635408073,https://x.com/Agadesenior,"@KenyaPower_Care
Jericho area we have had a power blackout for more than a week.
We are tired of being in darkness.",18-Jul,,,,,
T_tttttttt,@tonycyril0,,,,,4,https://x.com/tonycyril0/status/1813982516766019884,https://x.com/tonycyril0,We've had a blackout since 8am acc 54602607282,18-Jul,,,,,
Ibree.87,@BreeRuto,,,,1.0,30,https://x.com/BreeRuto/status/1813957866891739393,https://x.com/BreeRuto,No power in kitisuru since yesterday.... They were restored for an hour then blackout again!!!... Hii Ni nini,18-Jul,,,,,
JOSEH,@Joseh__,"https://pbs.twimg.com/media/GSx0fReXgAAZaq9?format=jpg&name=large, https://pbs.twimg.com/media/GSx0fReXgAAZaq9?format=jpg&name=large",3.0,2.0,,82,https://x.com/Joseh__/status/1813952840509059324,https://x.com/Joseh__,"@KenyaPower_Care  your USSD isn't working I have been contacting you for some time now without success 
Kindly, we're experiencing a Blackout 
@KenyaPower 
Hatutaingia online Sasa?",18-Jul,,,,,
Dorcas Nyachihi,@NyachihiDorcas,,,,2.0,94,https://x.com/NyachihiDorcas/status/1813952614138343576,https://x.com/NyachihiDorcas,@KenyaPower_Care blackout Foward Close AC 24304206,18-Jul,,,,,
Anonymous,@XIREMAJ,https://pbs.twimg.com/media/GSxz4GWXcAAQeQc?format=jpg&name=large,1.0,1.0,1.0,49,https://x.com/XIREMAJ/status/1813952202290971122,https://x.com/XIREMAJ,"@KenyaPower_Care  your USSD isn't working I have been contacting you for some time now without success 
Kindly, we're experiencing a Blackout 
@KenyaPower 
Hatutaingia online Sasa?",18-Jul,,,,,
Dorcas Nyachihi,@NyachihiDorcas,,,,,10,https://x.com/NyachihiDorcas/status/1813756297084653738,https://x.com/NyachihiDorcas,@KenyaPower_Care blackout Foward Close AC 24304206,18-Jul,,,,,
Riako David KE,@david_riako,,,,,21,https://x.com/david_riako/status/1813630408191340889,https://x.com/david_riako,"@KenyaPower_Care @kisiicounty 
What is this issue which can't be solve once and for all at Nyamataro kisii ? At 8pm we must have blackout and it really inconvenience alot. @KenyaPower_Care kisii find us permanent solution and it shouldn't be that frequently please.",17-Jul,,,,,
Joyce Mgendi,@shisunu,,,,1.0,30,https://x.com/shisunu/status/1813607309467369857,https://x.com/shisunu,@KenyaPower_Care we have a blackout kindly sort us out acc no. 01450475114,17-Jul,,,,,
Christine Kavinya,@KavinyaKristin,,,,1.0,38,https://x.com/KavinyaKristin/status/1813606327014637933,https://x.com/KavinyaKristin,"We are in blackout 22213114311
Miwani.Machakos teachers 
College Road Mwanzo .",17-Jul,,,,,
Pheonah Hans.,@Pheonah24,,,1.0,2.0,135,https://x.com/Pheonah24/status/1813595667304181966,https://x.com/Pheonah24,Kindly check on kasarani sunton chieko... blackout since Sunday.,17-Jul,,,,,
BareMinimumIsRutoMustGo,@abigailtey,,,,3.0,423,https://x.com/abigailtey/status/1813580488063463484,https://x.com/abigailtey,We’ve been experiencing a full day blackout yet we aren’t listed - Kyumbi (St Teresa Delima),17-Jul,,,,,
lyniet gacheri,@lynsheri3,,,1.0,3.0,784,https://x.com/lynsheri3/status/1813504360384483474,https://x.com/lynsheri3,"Kasarani sportview estate, 24hrs of blackout. Not to mention frequent blackouts for the last 2months...",17-Jul,,,,,
Nyambura Beatrice,@beatricekuhutha,,,,,32,https://x.com/beatricekuhutha/status/1813482494831796380,https://x.com/beatricekuhutha,"@KenyaPower_Care there is a power blackout in umoja 2 estate along moi drive
A kplc truck came on Monday the staff with kplc overalls went to the transformer removed fuse we don't have power
I reported on Monday power was restored
I reported here last night after the power black",17-Jul,,,,,
Martha Bonareri,@bona_amari,,,,2.0,30,https://x.com/bona_amari/status/1813465832304803974,https://x.com/bona_amari,"@KenyaPower_Care there a blackout in Kilimani, acc.562553. kindly look into it.",17-Jul,,,,,
Ti Ng'ang'a,@cgachichio,,,,3.0,24,https://x.com/cgachichio/status/1813278585857450028,https://x.com/cgachichio,"@KenyaPower_Care 
Day 2 in blackout...Tinganga Kiambu a/c 44465367",16-Jul,,,,,
The fool.,@AbonyoBilly,,,,1.0,28,https://x.com/AbonyoBilly/status/1813154756744843290,https://x.com/AbonyoBilly,How do you update token in an arae where blackout has been there for 2 years,16-Jul,,,,,
Purity,@Purity97702945,,,,1.0,372,https://x.com/Purity97702945/status/1813076578789654538,https://x.com/Purity97702945,Meru igembe north laare blackout since yesterday morning,16-Jul,,,,,
Nyamisa Chelagat,@Nyamisa_Chela,,,1.0,2.0,240,https://x.com/Nyamisa_Chela/status/1813072994883059985,https://x.com/Nyamisa_Chela,@KenyaPower_Care blackout at 7am? We know what you are doing,16-Jul,,,,,
Polaris,@Polaris_883,,,,1.0,332,https://x.com/Polaris_883/status/1813066443275092389,https://x.com/Polaris_883,"power blackout in Shiranga area, Njiru Ward, Nairobi for the past one week, filled the complaint but still nothing",16-Jul,,,,,
XialinNoir,@ShalinGitari,,,,2.0,323,https://x.com/ShalinGitari/status/1813054316539769065,https://x.com/ShalinGitari,Why do I keep on having blackout every single day in the house @KenyaPower_Care this is getting tiring every single time and I am not in one of these areas you mentioned fix this problem kindly its irritating meter number 54607817373,16-Jul,,,,,
